Time(s),F_x(N),F_y(N),F_z(N),T_x(Nm),T_y(Nm),T_z(Nm),P_x(m),P_y(m),P_z(m),O_x(rad),O_y(rad),O_z(rad),V_px(m/s),V_py(m/s),V_pz(m/s),V_ox(rad/s),V_oy(rad/s),V_oz(rad/s)
0.08351683616638184,0.6779095286796001,0.10665265786560084,2.3096052332219994,-0.006456046508900015,0.005125503513100006,0.0009418610375999791,0.23133738338947296,0.05068850889801979,0.7115512490272522,1.4821135996596968,0.14997458497257618,-1.515436304970097,-0.0025064951217489842,-0.0025514081976728115,0.002570409883640585,0.007491516551133468,0.01717345513131234,0.03368378336131589
0.09155702590942383,0.6741196452396,0.11454824836560121,2.301429404861999,-0.006101838533900015,0.005332379048100006,0.000729223267599986,0.23131990432739258,0.05063562095165253,0.7115686535835266,1.4823273290488304,0.15024681815665314,-1.5156241469966352,-0.0021739613913352904,-0.006577947543219761,0.0021646947187379533,0.026582630008018988,0.03385904969625254,-0.02336288477529636
0.10025191307067871,0.6859563586596001,0.11122097980560085,2.2942143920219995,-0.006199118618900015,0.005020314478100007,0.0007631187675999822,0.23130162060260773,0.050603996962308884,0.7115943431854248,1.4825427818668797,0.1505075896180928,-1.5155058482278383,-0.0021028133483232334,-0.0036370787518166113,0.0029545641503742905,0.02477925406662325,0.029991356598815435,0.013605555380180781
0.1083824634552002,0.7220403192996002,0.12779504752560086,2.300704345002,-0.005921740443900017,0.004804287158100008,0.0005177153475999751,0.2312774658203125,0.050579510629177094,0.7116217613220215,1.4828225213859267,0.15071943095795987,-1.5153490253323543,-0.002970866811330714,-0.00301164521142455,0.0033722362324790337,0.03440597571101485,0.026054981501665835,0.019288103273128025
0.11656451225280762,0.7061067952596001,0.10550946532560106,2.3684818731419996,-0.0067032576889000115,0.005184933623100006,0.0010954076525999915,0.23124827444553375,0.05055835470557213,0.7116504907608032,1.4831989344598628,0.15100717328820049,-1.5149100285779928,-0.0035677341336907745,-0.002585651116032403,0.0035112768809371173,0.04600474566298961,0.035167515784648114,0.05365364656463575
0.12514996528625488,0.6900175835196001,0.10639910932560095,2.3484826760219994,-0.006684841133900009,0.0055804941081000065,0.0006543142125999769,0.23121115565299988,0.05054003372788429,0.7116802334785461,1.4834382365914736,0.1511517655317351,-1.5145279622814456,-0.004323451818939184,-0.002133955845598445,0.0034643154679255763,0.02787297661270107,0.016841539167625128,0.04450158833305465
0.13318586349487305,0.7183394002596002,0.14090840008560115,2.328630270162,-0.0058240084189000165,0.0051661781131000055,0.0007782587575999911,0.23117749392986298,0.05052527040243149,0.7117084860801697,1.4836878426299875,0.15152785294677018,-1.5142248992624794,-0.0041889185580774365,-0.0018371717846016912,0.0035157988429016466,0.031061373854423778,0.04680091823857958,0.03771364583005636
0.1418771743774414,0.7259992350996002,0.12003735184560102,2.3156281231019995,-0.006062180798900017,0.004559674633100008,0.0006282146775999915,0.23115044832229614,0.05050303786993027,0.7117357850074768,1.4837731072022022,0.1517868241463147,-1.513993839156864,-0.0031117984308992154,-0.0025580183244637076,0.003140944752290558,0.009810323594074157,0.029796563837558673,0.026585184759515317
0.1499946117401123,0.7183349520396001,0.10261367410560075,2.420908594062,-0.006522707658900013,0.004800219698100006,0.0007146482025999808,0.2311260849237442,0.05047275125980377,0.7117707133293152,1.4840520536733914,0.152676359212601,-1.513531807402047,-0.003001365759097718,-0.003731055599612301,0.004302875436896055,0.034363858780355104,0.10958323748538552,0.05691842562797888
0.1580796241760254,0.7058932806996001,0.09509173408560076,2.2882448807819995,-0.006262051263900006,0.004912074848100006,0.00036303888259998034,0.23110724985599518,0.05044093728065491,0.7117987871170044,1.4842181593657273,0.15335697238921733,-1.5126314528793554,-0.002329627554480847,-0.003934932617734658,0.0034723246144318953,0.02054489014736111,0.08418208159991084,0.11136093232117171
0.16678810119628906,0.7024014279996001,0.09807648970560115,2.3521746986219996,-0.006116526583900011,0.0049386263231000075,0.0007796145775999799,0.23109525442123413,0.05040603131055832,0.7118272185325623,1.4842212713702905,0.15403215845939391,-1.5116620327281252,-0.0013774434649290917,-0.004008274927448941,0.0032647976783660953,0.00035735347936426484,0.07753204935897483,0.11131913754546457
0.17485976219177246,0.6698493540396,0.11457048946560086,2.250248185541999,-0.005793163513900008,0.004781803143100007,0.00036360380759998406,0.23110339045524597,0.05033138394355774,0.7118555307388306,1.4844317360796107,0.15495611657541053,-1.5105391437571456,0.001007975188303057,-0.009248080047260375,0.00350760596662236,0.026074522881715138,0.1144693906909158,0.13911498161380786
0.18351030349731445,0.6660995045796,0.10413051712560091,2.316717937002,-0.006189853848900012,0.005063926688100007,0.0007683160775999811,0.23112167418003082,0.05027763918042183,0.7118750810623169,1.484173473948489,0.15574577515678678,-1.5096401404511475,0.002113593142794146,-0.006212878620841716,0.002260011575669046,-0.02985502548333141,0.09128429695727301,0.10392451457600418
0.1915891170501709,0.6776114979396002,0.09064351408560076,2.3116336215419993,-0.006727323493900014,0.004624415038100006,0.0008301188725999897,0.2312282919883728,0.05021895468235016,0.7118622660636902,1.4839649128099517,0.15943991025663073,-1.5072437756602877,0.013197211155378486,-0.00726399955732625,-0.001586247602183857,-0.025815812826087355,0.45726208132849033,0.2966233562863346
0.20028400421142578,0.6662018136396,0.11333833252560098,2.3771158681619995,-0.0062665706639000104,0.004976589283100008,0.0006355587025999895,0.23128291964530945,0.05014451593160629,0.7118702530860901,1.4833204241170062,0.16028579514301705,-1.506903971804895,0.006282733280320272,-0.008561209520414599,0.0009185883901395706,-0.07412272074299324,0.09728532075213671,0.039080881567590126
0.20835590362548828,0.6942700818396002,0.09212921956560101,2.3679525349619994,-0.006308940038900012,0.004665767548100007,0.0008526028875999965,0.2313380092382431,0.050073862075805664,0.7118791937828064,1.4827251031577502,0.16087539148150243,-1.5068840216513488,0.0068248611767485826,-0.008753064449432892,0.0011076323251417769,-0.07375227672173681,0.07304307304154561,0.0024715562623985805
0.21642279624938965,0.6980644134996001,0.12631823848560086,2.3608709687219993,-0.0061567492439000135,0.004532219278100008,0.0007445892275999762,0.23139376938343048,0.05002852529287338,0.7118922472000122,1.4821306794106377,0.16128207314120996,-1.5067406539211994,0.006912221072853554,-0.0056201049209398555,0.0016181468893157972,-0.07368683021158327,0.050413669633159,0.01777236128378138
0.22518229484558105,0.6856093974996,0.11072722738560097,2.296558603962,-0.006628913558900006,0.005015456123100006,0.0007540799675999982,0.231439471244812,0.05002725124359131,0.7119154334068298,1.4816782472978873,0.16132842720778318,-1.5065896145384918,0.005217406096897115,-0.0001454477408818726,0.0026469787697332606,-0.05165045781810877,0.005291863006105414,0.017242925613712993
0.23319005966186523,0.6700495239396,0.13865760076560113,2.4143252284620003,-0.0065631562889000095,0.0049613363081000075,0.0009991444325999832,0.2314692735671997,0.05004732683300972,0.7119371294975281,1.4812522702611486,0.16123831179012768,-1.5063170329345341,0.003721678030190252,0.0025070153630869087,0.0027093816059785038,-0.053195497933767974,-0.01125350453253087,0.034039661529944434
0.24185633659362793,0.6497967782796001,0.1262604116256012,2.3794111496820003,-0.0066509456339000125,0.0049685673481000055,0.0007354374425999764,0.23149532079696655,0.05007944256067276,0.7119620442390442,1.4809046934599803,0.16113515188198685,-1.5061543857747275,0.003005584747861014,0.0037058275330820655,0.0028749071501279265,-0.040106819099486456,-0.01190360162190772,0.01876782395569561
0.24996566772460938,0.7061557256795999,0.14478279970560096,2.3665513456619993,-0.0059333778989000135,0.004412681148100008,0.0008957631575999831,0.2315121740102768,0.05011775344610214,0.7119768857955933,1.4805152493754563,0.16080460290090529,-1.5060294474900213,0.0020782494928409724,0.004724296592479346,0.0018301825772498751,-0.04802419314660324,-0.040761559214015954,0.015406731170323483
0.2584066390991211,0.7052349441396002,0.1261403096856012,2.268623782362,-0.006629930423900011,0.004761917783100006,0.00038563588259997786,0.231525257229805,0.05015194043517113,0.7119843363761902,1.4801612166500562,0.16048618065584144,-1.5059743382140818,0.0015499661055247995,0.004050124985877302,0.0008826686250141227,-0.04194217817977289,-0.03772341250028971,0.006528783654681509
0.2667520046234131,0.6736258928196002,0.1213629214056011,2.3943794099819993,-0.007058595513900007,0.004803609248100007,0.001021063522599986,0.23153306543827057,0.05018666759133339,0.7119829654693604,1.4798191926866378,0.1602162249014064,-1.5060453986947062,0.0009356340885066994,0.004161250464245922,-0.00016427163385995485,-0.04098370076455603,-0.032347984477041014,-0.008514963235294534
0.27484989166259766,0.6811344881796,0.11341395226560118,2.2477482859019995,-0.006946627378900011,0.005344468443100009,0.0004804302975999817,0.2315385490655899,0.05023353174328804,0.7119750380516052,1.4796775349734388,0.16000864397392006,-1.506241344709485,0.0006771676726041513,0.005787207419402326,-0.0009789489180038276,-0.017493169824856686,-0.025633961857197404,-0.024197178082446032
0.28389477729797363,0.7018809862596,0.1202019359856008,2.369963130402,-0.006641680863900009,0.004833889228100006,0.0008439030425999846,0.23153173923492432,0.050286050885915756,0.7119616270065308,1.4795104509045927,0.15963023313933464,-1.506433266723862,-0.0007528929541081266,0.0058065015683896985,-0.001482721353823444,-0.018472767438058348,-0.041836994942799466,-0.021218843677413047
0.29163241386413574,0.6855337777596001,0.13333752964560122,2.2277001583619995,-0.006062745723900007,0.004882020838100007,0.0007139702925999864,0.23152050375938416,0.05035148933529854,0.7119381427764893,1.4794831292756412,0.15897484526536376,-1.50663456857642,-0.001452055216614285,0.008457162445307203,-0.003035065015098293,-0.003531004424652457,-0.08470129972723046,-0.026015935335898317
0.3003549575805664,0.7219335620196,0.10867659796560077,2.3926846381619997,-0.006746869898900012,0.004675597243100007,0.000703349702599982,0.2315000742673874,0.0504077710211277,0.7119097709655762,1.4794019157229819,0.15850796723927518,-1.5066324425867579,-0.0023421484214842148,0.006452439524395244,-0.0032526991936586034,-0.009310764760782977,-0.05352544409827618,0.0002437350538111098
0.3084568977355957,0.6978597953796002,0.1267764051456012,2.3251517621219997,-0.006213693683900008,0.0047470037631000064,0.0005166984825999835,0.2314852774143219,0.05044524744153023,0.7118827104568481,1.4794479943210783,0.15819550974790395,-1.5067810828804613,-0.0018263345300453182,0.004625610617385675,-0.0033400035312812666,0.005687353549243733,-0.038565761458664784,-0.018346259150181374
0.31649303436279297,0.6622384496196001,0.12190115602560078,2.3847401172419995,-0.006414129073900014,0.005467848063100006,0.0007405217675999847,0.23147809505462646,0.05047941952943802,0.7118557691574097,1.4794398813111114,0.15792377105070343,-1.5070567974601718,-0.0008937577879309322,0.004252303002432801,-0.0033525188393757786,-0.0010095659572897924,-0.03381459397801285,-0.03430934446502806
0.3251643180847168,0.7020144328596002,0.10748002678560092,2.2939741881419993,-0.0062356127739000115,0.005143920068100009,0.0007259467025999795,0.23147550225257874,0.050511159002780914,0.7118355631828308,1.479290852235451,0.15759704616193082,-1.50719060727368,-0.00029901017321968653,0.003660296948034094,-0.002330217211987902,-0.017186506685680752,-0.03767895264994555,-0.015431373000732893
0.33324408531188965,0.6661662278796,0.12826211062560097,2.3614848230819994,-0.006283857368900006,0.005302889963100008,0.000847179607599991,0.23147672414779663,0.0505329929292202,0.7118222117424011,1.47923837071274,0.1573580957176597,-1.5072885880087574,0.00015122901236389388,0.002702296467880433,-0.0016524535985127918,-0.006495425082878817,-0.02957392676703603,-0.012126677950308883
0.34192419052124023,0.6820686143796,0.1286135200056012,2.3314459934219993,-0.006277191253900015,0.005338819193100006,0.0008405134925999875,0.23147985339164734,0.05055828392505646,0.71181321144104,1.4792338953582385,0.1569836769607944,-1.5071199996260614,0.0003605075946933282,0.002913673881396435,-0.0010368885104512868,-0.0005155875871885687,-0.04313527864408461,0.01942238931786862
0.34999752044677734,0.7019477095596,0.12099371914560086,2.3316773008619998,-0.006414693998900005,0.005047769833100006,0.0008392706575999894,0.23148475587368011,0.05058319494128227,0.711814820766449,1.4791635394450804,0.1568814973271501,-1.5067157105877502,0.0006072441084401394,0.003085593733388459,0.00019933849152442267,-0.008714608941661752,-0.012656442209936515,0.050077110936877424
0.35807347297668457,0.6776915658996,0.116567740245601,2.266991285622,-0.006357184633900007,0.005384126178100007,0.00046144881759998787,0.23148536682128906,0.05060500651597977,0.7118178606033325,1.479155279600002,0.1570606598691305,-1.5065524992529025,7.565022289138842e-05,0.0027008052135919463,0.0003764059870693473,-0.0010227703850119061,0.022184694785777007,0.02020954608677374
0.36679768562316895,0.7140602126196001,0.11815575478560124,2.369037900642,-0.006375036263900007,0.0047416934681000075,0.0006690022625999979,0.23149371147155762,0.05062214657664299,0.7118168473243713,1.4789322656384793,0.15664146192820738,-1.5066987138860792,0.0009564932225623087,0.0019646541593790995,-0.00011614560559685177,-0.02556264623060943,-0.048049945354329805,-0.016759636554215265
0.37488365173339844,0.6898307582796002,0.12343579192560096,2.249109441222,-0.00608726346890001,0.005234647023100008,0.0007901221825999936,0.23150165379047394,0.05062766373157501,0.7118133306503296,1.4787793154740445,0.156593103473363,-1.5070172053757789,0.000982234999262863,0.000682312398643668,-0.0004349108064278343,-0.018915508963281903,-0.005980541370709534,-0.039388180133073394
0.38358402252197266,0.6903600964596001,0.11379205096560119,2.3286836488019995,-0.005905131648900016,0.004901228288100007,0.0009593737125999935,0.23151002824306488,0.050645072013139725,0.7118070125579834,1.4785709767191073,0.156474959642966,-1.5074806309748046,0.0009625397347363806,0.0020008666283020935,-0.0007261865614381234,-0.02394596276411573,-0.013579171884506467,-0.05326504011004616
0.39169883728027344,0.6779673555396001,0.10239571132560091,2.3172294823019994,-0.006494574393900007,0.005213066888100006,0.0009063837475999875,0.23151925206184387,0.05066761374473572,0.7117953896522522,1.4784435219791516,0.1563637391173181,-1.5077432748847595,0.0011366641203431661,0.0027778491890939005,-0.0014323069690915502,-0.015706426302005666,-0.013705861311761915,-0.03236597726229464
0.4002835750579834,0.7062980687196001,0.11771093278560078,2.3905094585819997,-0.006095850328900006,0.004559787618100008,0.000572061132599995,0.23152349889278412,0.05069480836391449,0.7117816805839539,1.4783088358506384,0.15625503007921224,-1.5075911555975356,0.0004946954758796901,0.0031677868192295944,-0.001596911711611631,-0.0156890206784072,-0.012663058665358919,0.017719736020217182
0.40838122367858887,0.6818328587196001,0.14039240656560112,2.271875431182,-0.005797230973900011,0.004792084778100008,0.0005125180375999762,0.23153620958328247,0.05072687193751335,0.7117652893066406,1.4783305244290645,0.15645233094427646,-1.5069126732945581,0.0015696767165233776,0.003959615327994347,-0.0020242020963372985,0.002678379791747845,0.024365204556069473,0.08378757028935907
0.4164581298828125,0.6943723908996001,0.11545568524560113,2.412118911342,-0.00626521484390001,0.004652322333100006,0.0009354208925999821,0.23154683411121368,0.050745248794555664,0.7117496132850647,1.4782634774685375,0.1564023705268308,-1.5062676425931738,0.0013154204917790833,0.002275234672491661,-0.0019408448209699797,-0.008301069596673186,-0.006185588414973949,0.07986111081084814
0.42513370513916016,0.6858540495996002,0.11869843762560103,2.340128918862,-0.006282162593900007,0.004509396308100007,0.000628440647599998,0.23155933618545532,0.05076892673969269,0.7117363214492798,1.4781039645641478,0.1561035957695145,-1.5061618746574266,0.001441065735956909,0.0027292651423546223,-0.001532098494009014,-0.01838643544391322,-0.0344386105229956,0.012191460810607239
0.4332244396209717,0.6743598491196,0.10864101220560123,2.359300747062,-0.006095285403900015,0.004864395178100008,0.0010348476925999813,0.23158299922943115,0.05078960955142975,0.7117220163345337,1.4779435308761268,0.15596835217677277,-1.5062005496925814,0.0029247090025047886,0.00255635774274348,-0.0017680860468542803,-0.01982931072347682,-0.016715860969824182,-0.004780163684991879
0.4419376850128174,0.6776648765796,0.11636757034560118,2.342673300702,-0.006877028618900016,0.005332379048100006,0.0006851591175999983,0.23160028457641602,0.05082215741276741,0.7117175459861755,1.4776983037753937,0.1556660011387116,-1.5062915671463568,0.001983801236797461,0.0037354464236852188,-0.0005130520439993433,-0.028144174725373224,-0.034700163310461454,-0.010445872884580518
0.45003533363342285,0.6975929021796001,0.12565545370560108,2.386950882582,-0.0068777065289000105,0.0045241973431000065,0.0007346465475999913,0.23160503804683685,0.050860367715358734,0.7117190361022949,1.477526940295657,0.15530807999391472,-1.5065610682003272,0.0005870186079378165,0.004718691114120834,0.00018401837239429984,-0.021162128386334175,-0.044200626819754237,-0.03328139643953064
0.4588029384613037,0.7019343648996,0.13488995842560092,2.3542564655819995,-0.006444296068900016,0.005039860883100008,0.0008432251325999902,0.23159527778625488,0.050939224660396576,0.7117286920547485,1.477388586936961,0.15458710097149803,-1.5069244254788694,-0.001113218578343395,0.008994126284875184,0.0011013215859030838,-0.015780063245561787,-0.08223215308746432,-0.041443163289787754
0.46674203872680664,0.7014628535796001,0.11993059456560091,2.335507218282,-0.006916347398900005,0.004919192903100006,0.0006119448375999753,0.2314983755350113,0.050970155745744705,0.71177738904953,1.477171329915502,0.15136922944461292,-1.5092399770504552,-0.012205696867773806,0.003896044175500766,0.006133817832367338,-0.0273654462336172,-0.40531942150515904,-0.29166423072490555
0.47480177879333496,0.7058532467196001,0.10132813852560082,2.379473424762,-0.007093394893900016,0.005401751838100006,0.000726172672599986,0.23147201538085938,0.05103122815489769,0.7117905020713806,1.4772593398176446,0.15081361361014298,-1.5098221602490802,-0.003270596065670759,0.007577466351131489,0.0016269782576541932,0.010919694855672565,-0.06893719026713907,-0.07223349559904489
0.48355937004089355,0.7136109423996,0.09977570974560113,2.3270155663019993,-0.006948661108900006,0.004997717478100006,0.0007188286475999881,0.2314378321170807,0.051080040633678436,0.7118017673492432,1.4772324005163344,0.15020220403232154,-1.5103226534412968,-0.003903272351083524,0.0055737333932266145,0.001286344331917674,-0.003076108549557749,-0.06981481100660905,-0.05714964058822593
0.49156904220581055,0.6700317310596,0.1312201769256011,2.271555159342,-0.005953037288900014,0.0055280690681000074,0.0006877577725999853,0.2314131110906601,0.05111197009682655,0.7118111848831177,1.4773475569541836,0.1495114975715916,-1.510709758505356,-0.0030863967852358984,0.003986363298109838,0.0011757702038993898,0.014377172433298948,-0.08623404884850211,-0.04832970140209943
0.5000183582305908,0.6940966012596002,0.10692399928560124,2.3221091796419997,-0.006393452818900009,0.005029240293100007,0.001273133057599997,0.23139946162700653,0.05112271010875702,0.7118085026741028,1.477488513710111,0.14937379349989485,-1.5107039592047262,-0.0016154519032704083,0.0012711102175569288,-0.00031744688055532043,0.016682623245952887,-0.01629765904043448,0.0006863633236948495
0.5084161758422852,0.6859029800196,0.12048217384560096,2.3405470515420004,-0.006414242058900017,0.005015795078100006,0.000623695277599987,0.23139815032482147,0.051113005727529526,0.7117900252342224,1.4775151283787007,0.14978430638922394,-1.5105068644549273,-0.00015614797149589757,-0.001155583709507992,-0.0022002668710785567,0.0031692363207081182,0.04888328233723805,0.02346975832440504
0.516542911529541,0.6700940061396001,0.09715570816560085,2.362232124042,-0.006546547493900008,0.005028788353100006,0.0008802842125999771,0.23139619827270508,0.0510997548699379,0.7117761373519897,1.4776257529423709,0.14995686286185073,-1.5104453721115112,-0.0002402012556474799,-0.0016305264624772635,-0.0017089127501026815,0.01361242298597804,0.02123318381049206,0.007566672004917783
0.52516770362854,0.6900709621596002,0.10823622418560094,2.3160996344219993,-0.006085568693900012,0.004737174068100006,0.000699508212599997,0.2313910573720932,0.05108815059065819,0.7117630839347839,1.477703555632067,0.15010437621351644,-1.510464969474244,-0.0005960608154803041,-0.0013454561161022806,-0.0015134761575673807,0.009020819145910642,0.017103409563093405,-0.00227221276847943
0.5332455635070801,0.7026104943396,0.1254152498256011,2.4095923223819993,-0.005972357723900005,0.004707346028100008,0.0011220721125999806,0.23138169944286346,0.051082268357276917,0.7117529511451721,1.4777156530914042,0.15016169655397674,-1.510296640014067,-0.0011584663970957173,-0.0007281920545438446,-0.001254390366281987,0.00149760697995105,0.0070959810298985146,0.020838373369693672
0.5418758392333984,0.7021834652196001,0.0977517696456012,2.3307832086419995,-0.006255272163900012,0.004936931548100008,0.0007715926425999875,0.2313697338104248,0.05108433589339256,0.7117502093315125,1.4778169933717646,0.15019460516417235,-1.5100960649589559,-0.001386471628266755,0.00023956779380076247,-0.00031769711033758773,0.011742415141085387,0.003813158610362626,0.023240862919292556
0.5499625205993652,0.6820241321796001,0.11393439400560083,2.3241909466019997,-0.006326904653900014,0.005134316343100008,0.0008391576725999987,0.23135346174240112,0.05110113322734833,0.7117539644241333,1.4778788350489496,0.1502105307935431,-1.5099550923204161,-0.0020122059083672386,0.00207716035733239,0.00046435520962320894,0.007647349312561017,0.0019693652624639987,0.017432693605689532
0.5587189197540283,0.6859563586596001,0.11140335682560115,2.3552751079619996,-0.0065683535989000084,0.005058955348100008,0.0007688810025999848,0.23132720589637756,0.051126737147569656,0.7117652297019958,1.4779252164701528,0.15015070003845962,-1.5098962810158043,-0.002998475236202249,0.0029240238788901898,0.0012865194543523837,0.005296860088724826,-0.006832803533358428,0.006716380052239699
0.5668990612030029,0.7015562661996001,0.12295093594560084,2.333514415722,-0.006603378948900012,0.004409517568100008,0.0007652654825999812,0.23129543662071228,0.051147785037755966,0.711791455745697,1.4780526738657365,0.14956232233939976,-1.5099214359359479,-0.0038837073739434566,0.0025730472165549404,0.0032060623724861556,0.015581319269191346,-0.0719275702908072,-0.00307512043654176
0.5747926235198975,0.7213419487596001,0.11250651538560077,2.2835164229219993,-0.006680321733900017,0.004680455598100006,0.00028044684759997616,0.23125961422920227,0.051177896559238434,0.7118161916732788,1.478113741072242,0.1493911476919409,-1.509815469059716,-0.004538178083846804,0.003814693578591277,0.0031336837018243325,0.0077363304492901715,-0.021685348209957964,0.013424468190358948
0.583486795425415,0.7140780054996001,0.128417798325601,2.361235722762,-0.006360800153900011,0.005031499993100006,0.0007384880375999764,0.23122353851795197,0.05120060220360756,0.7118502259254456,1.4782312192200895,0.14934841425939607,-1.5097986719006988,-0.0041494131519771845,0.0026115936763012122,0.003914605385838863,0.013512287210804469,-0.004915181458248213,0.0019320021733865963
0.5915725231170654,0.6858540495996002,0.12676306048560082,2.2869949309619995,-0.0064280262289000125,0.0055559763631000065,0.000971237137599996,0.23118828237056732,0.05121418833732605,0.7118813991546631,1.478374753546149,0.1492492179787068,-1.5098269359271315,-0.004360293684024297,0.0016802611016099546,0.0038553399775903756,0.017751565663981124,-0.012268070911132318,-0.0034955451766970043
0.6004085540771484,0.7099989877596001,0.10621228408560102,2.3622766062419993,-0.006472655303900016,0.0046963864831000065,0.0006296834825999961,0.23116016387939453,0.051221851259469986,0.7119099497795105,1.4785349015426799,0.14919425433423802,-1.5098719846105513,-0.0031822535819324895,0.0008672357734545749,0.003231159439842422,0.01812442682177562,-0.0062203997153331345,-0.005098293976483478
0.6083388328552246,0.6818639962596,0.1317183775656011,2.2644469037819994,-0.005871236148900007,0.004964951828100008,0.0005451707025999994,0.23113588988780975,0.051227979362010956,0.7119317650794983,1.4786120493153285,0.14914413470149857,-1.5099469276939819,-0.0030609253803138715,0.0007727474294991282,0.002750886897961638,0.009728254807630154,-0.006320034155421955,-0.009450245764092848
0.6164422035217285,0.6862766304996,0.1054694313456009,2.420174637762,-0.006492540663900011,0.0045495059831000065,0.0010778949775999771,0.231121227145195,0.051235418766736984,0.7119507789611816,1.4786466675835426,0.14903007523453088,-1.510140969424976,-0.001809462163116394,0.0009180629928209956,0.00234641638225256,0.004272082524516177,-0.014075558389444364,-0.023945804650937933
0.6252217292785645,0.7022724296196001,0.10558508506560076,2.3670984767219996,-0.006123531653900012,0.0044665749931000085,0.0008567833325999787,0.23111508786678314,0.05124516040086746,0.7119601964950562,1.478641596887081,0.14902518245005295,-1.5104053222794243,-0.0006992722137736259,0.001109585460569194,0.0010726699978275038,-0.0005775592671003166,-0.0005572948486566903,-0.030110151934153787
0.6335058212280273,0.6707123087196001,0.11710597486560118,2.349639213222,-0.005669218968900006,0.005194876303100006,0.0010403839575999774,0.23112237453460693,0.0512588731944561,0.7119630575180054,1.4784868957238568,0.14897558888801252,-1.5107701160051739,0.0008795976515282335,0.0016553164393023657,0.0003453634950785702,-0.018674486493859593,-0.005986602073344212,-0.044035451075993104
