1527727890.44, 5.7, 0.778264038734
1527727962.44, 8.3, 2.10320317999
1527728015.38, 12.0, 3.41772126505
1527728076.03, 14.4, 4.73050896061
1527728133.27, 16.9, 6.04770763299
1527728188.69, 22.2, 7.36044190035
1527728248.36, 25.0, 8.66976234518
1527728309.7, 27.8, 9.98429674712
1527728370.42, 31.0, 11.2999020987
1527728437.25, 33.6, 12.6096788588
1527728497.39, 35.4, 13.924972937
1527728561.7, 38.3, 15.2471944035
1527728624.7, 39.8, 16.5594995131
1527728686.17, 41.5, 17.8698783625
1527728751.84, 43.5, 19.184910293
1527728810.76, 44.3, 20.4943885577
1527728875.55, 45.9, 21.8106825664
1527728931.63, 47.1, 23.1248021748
1527728988.41, 47.9, 24.4404874842
1527729048.97, 49.0, 25.755434665
1527729105.79, 50.1, 27.0700369919
1527729162.49, 51.3, 28.3823387221
1527729221.65, 52.2, 29.6941314342
1527729294.52, 52.5, 31.0092953127
1527729363.68, 53.6, 32.3226428101
1527729426.41, 53.6, 33.6343169279
1527729487.04, 54.4, 34.9491656308
1527729555.79, 54.4, 36.2602387036
1527729620.9, 54.4, 37.5787436441
1527729696.19, 54.4, 38.8874159736
1527729772.81, 54.4, 40.1973319421
1527729830.92, 54.4, 41.5085397495
1527729905.94, 54.4, 42.8246669419
1527729963.99, 54.4, 44.1413716441
1527730033.85, 54.4, 45.4530212325
1527730089.75, 54.4, 46.7678678116
1527730165.05, 54.4, 48.0885848642
1527730223.72, 54.4, 49.3975385361
1527730281.29, 55.2, 50.7255750847
